tenant_id,SalesOrgID,SalesRegion,SalesSubRegion,SalesState,SalesUnit,BLOrgID,BLRegion,BLSub-Region,BLDomain,BLComp,AcctID,AccountName,Sector,Industry,OrderNumber,CreateDate,ClosureDate,StartDate,EndDate,ProductID,ServiceLine,Service (Offer),TechID,Partner,Technology,ServiceMode,OrderType,ServiceType,EngagementType,ProjectValue,Margin%,CM%,Cross Sell 1 Service,Cross Sell 1 Technology,Cross Sell 1 Partner,Cross Sell 1 Projected Value,Cross Sell 1 CM,Cross Sell 2 Service,Cross Sell 2 Technology,Cross Sell 2 Partner,Cross Sell 2 Projected Value,Cross Sell 2 CM,Cross Sell 3 Service,Cross Sell 3 Technology,Cross Sell 3 Partner,Cross Sell 3 Projected Value,Cross Sell 3 CM,Up Sell 1 Service,Up Sell 1 Partner,Up Sell 1 Technology,Up Sell 1 Projected Value,Up Sell 1 CM,Up Sell 2 Service,Up Sell 2 Partner,Up Sell 2 Technology,Up Sell 2 Projected Value,Up Sell 2 CM,Up Sell 3 Service,Up Sell 3 Partner,Up Sell 3 Technology,Up Sell 3 Projected Value,Up Sell 3 CM
P2SCSJ91BR52L8U,SR#010157,West,West-S,GUJARAT,VADODARA,BL#01020544,Central,Central-W,Consumer,Architect,ID#33178258,ADANI WILMAR LIMITED,Edible Oil,Solvent Extraction,OR# 9333927,14-12-2021,2022-03-24 00:00:00,08-04-2022,22-09-2022,P#0307,Digital,Automation,T#0453,SNL,SNL Service Management,Direct,AMC,Manage,T&M,64420015,31.4280144870127,20245931.6467358,Automation,Lansweeper IT Asset Management,Lansweeper,29633206.9,11556950.691,Test Automation,Kaseya VSA (Virtual System Administrator),Kaseya,30225871.038,4231621.945320001,Data Engineering,TOPdesk,Topdesk,33248458.1418,5501108.528916001,Automation,Lansweeper IT Asset Management,Lansweeper,29633206.9,11556950.691,Test Automation,Kaseya VSA (Virtual System Administrator),Kaseya,30225871.038,4231621.945320001,Data Engineering,TOPdesk,Topdesk,33248458.1418,5501108.528916001
P2SCSJ91BR52L8U,SR#010167,West,West-DW,MAHARASHTRA,PUNE,BL#02010133,East,East-C1,Public Sector,Design,ID#33178258,ADANI WILMAR LIMITED,Edible Oil,Solvent Extraction,OR# 4071037,31-01-2022,2022-04-22 00:00:00,09-06-2022,26-11-2022,P#0801,Infra,Network Management,T#0493,Unreal Engine,Unreal Engine (VR and Metaverse Development),Direct,Renewal,Manage,FP,51004525,27.3175914396361,13933207.755227,Compliance,R,Open Source,29072579.25,11919757.4925,Network Management,Decentraland (Metaverse Platform),Decentraland,31107659.7975,2799689.381775,Embedded Systems,"Xcode, Swift",Apple,34218425.77725,3639596.1963075,Compliance,R,Open Source,29072579.25,11919757.4925,Network Management,Decentraland (Metaverse Platform),Decentraland,31107659.7975,2799689.381775,Embedded Systems,"Xcode, Swift",Apple,34218425.77725,3639596.1963075
P2SCSJ91BR52L8U,SR#010109,North,North-SC,DELHI,DELHI,BL#04020299,South,South-NE,Engineering,Management,ID#33178258,ADANI WILMAR LIMITED,Edible Oil,Solvent Extraction,OR# 1780884,06-08-2024,2024-12-04 00:00:00,29-01-2025,25-06-2025,P#0104,CySec,Cy-Sec-Ops,T#0272,Ivanti,Ivanti Service Manager,Direct,New,Run,T&M,19251717,37.2450915181189,7170319.61545926,Data Engineering,Urban Planning,AECOM,8663272.65,1819287.2565,Customer Experince,Precision Diagnosis Solutions,Philips Healthcare,9616232.641500002,865460.9377350002,CySec-Architecture,Bluehost,Bluehost,10577855.90565,1125099.2190555,Data Engineering,Urban Planning,AECOM,8663272.65,1819287.2565,Customer Experince,Precision Diagnosis Solutions,Philips Healthcare,9616232.641500002,865460.9377350002,CySec-Architecture,Bluehost,Bluehost,10577855.90565,1125099.2190555
P2SCSJ91BR52L8U,SR#010141,South,South-N,TAMIL NADU,CUDDALORE,BL#04040199,South,South-W,Public Sector,Management,ID#65171585,ADANI GREEN ENERGY LIMITED,Power Generation & Distribution,Power Generation And Supply,OR# 5846354,03-01-2023,2023-02-02 00:00:00,19-02-2023,11-12-2023,P#0405,CSD,Apps Rationalization,T#0519,Zoho Creator,Zoho Creator (Low-Code Application Development),Direct,AMC,Design,R&R,43788317,34.0666029206162,14917192.0780107,Integrations,Zoho CRM (Customer Relationship Management),Zoho,20142625.82,4431377.6804,Migrations,OpenNMS (Network Management),OpenNMS,20948330.8528,2932766.319392,Supply Chain,Adobe Experience Manager,Adobe,23043163.93808,3812596.215209601,Integrations,Zoho CRM (Customer Relationship Management),Zoho,20142625.82,4431377.6804,Migrations,OpenNMS (Network Management),OpenNMS,20948330.8528,2932766.319392,Supply Chain,Adobe Experience Manager,Adobe,23043163.93808,3812596.215209601
P2SCSJ91BR52L8U,SR#010137,South,South-S,KERALA,THRICHUR,BL#05020533,West,West-N,Consumer,Design,ID#65171585,ADANI GREEN ENERGY LIMITED,Power Generation & Distribution,Power Generation And Supply,OR# 6563677,01-08-2021,2021-09-23 00:00:00,03-11-2021,12-10-2022,P#0704,QET,Test Env & Data Serv,T#0280,Jira,Jira (Agile Project Management),Direct,AMC,Manage,FP,43689112,33.6160948076968,14686573.3105608,Data Architecture,Intel Xeon,Intel,20970773.76,9436848.192,Connectivity & Comms,SailPoint Identity Governance,SailPoint,22858143.3984,2057232.905856,DevOps,Splunk (Cloud Data Analysis),Splunk,25143957.73824,2674402.7776128,Data Architecture,Intel Xeon,Intel,20970773.76,9436848.192,Connectivity & Comms,SailPoint Identity Governance,SailPoint,22858143.3984,2057232.905856,DevOps,Splunk (Cloud Data Analysis),Splunk,25143957.73824,2674402.7776128
P2SCSJ91BR52L8U,SR#010166,West,West-DW,MAHARASHTRA,PUNE,BL#01020199,Central,Central-W,Public Sector,Management,ID#65171585,ADANI GREEN ENERGY LIMITED,Power Generation & Distribution,Power Generation And Supply,OR# 1947448,04-08-2020,2020-11-24 00:00:00,10-12-2020,08-09-2021,P#0404,CSD,DevOps,T#0230,GE Healthcare,Life Sciences Equipment,Direct,New,Build,FP,75900334,30.3737823054259,23053802.2182511,Supply Chain,Project Management,Arcadis,43263190.38,9950533.7874,Connectivity & Comms,Sencha Touch,Sencha,45858981.8028,4585898.18028,Data Architecture,Offshore Engineering,McDermott International,50444879.98308001,5961667.634364001,Supply Chain,Project Management,Arcadis,43263190.38,9950533.7874,Connectivity & Comms,Sencha Touch,Sencha,45858981.8028,4585898.18028,Data Architecture,Offshore Engineering,McDermott International,50444879.98308001,5961667.634364001
P2SCSJ91BR52L8U,SR#010113,North,North-SS,HARYANA,FARIDABAD,BL#04040322,South,South-W,LifeSciences,Process,ID#65171585,ADANI GREEN ENERGY LIMITED,Power Generation & Distribution,Power Generation And Supply,OR# 4415388,14-02-2020,2020-04-10 00:00:00,27-05-2020,23-05-2021,P#0905,Consulting,CRM,T#0480,Tetra Tech,Environmental Engineering,Direct,Renewal,Type,FP,65879947,14.5378527716257,9577529.70088506,Migration Services,Salesforce CRM,Salesforce,13175989.4,4743356.184,Cy-Sec-Ops,Sysdig (Cloud Security and Monitoring),Sysdig,13834788.87,1106783.1096,Management,CloudBolt IT Service Management,CloudBolt,15218267.757,1438818.04248,Migration Services,Salesforce CRM,Salesforce,13175989.4,4743356.184,Cy-Sec-Ops,Sysdig (Cloud Security and Monitoring),Sysdig,13834788.87,1106783.1096,Management,CloudBolt IT Service Management,CloudBolt,15218267.757,1438818.04248
P2SCSJ91BR52L8U,SR#010129,South,South-W,KARNATAKA,HUBLI,BL#05030322,West,West-S,LifeSciences,Process,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 4951259,23-10-2022,2023-02-09 00:00:00,29-03-2023,18-07-2023,P#0303,Digital,Data Engineering,T#0223,Flutter,Flutter (UI Toolkit by Google),Captive,Renewal,Type,FP,73562744,17.9026861465055,13169707.1790773,Data Engineering,Cisco Prime Infrastructure (Network Management),Cisco,36045744.56,15139212.7152,Compliance,Asana (Work Management),Asana,40371233.90720001,3633411.051648001,Setup & Deployment,Go (Golang),Open Source,44408357.29792001,4723434.367142401,Data Engineering,Cisco Prime Infrastructure (Network Management),Cisco,36045744.56,15139212.7152,Compliance,Asana (Work Management),Asana,40371233.90720001,3633411.051648001,Setup & Deployment,Go (Golang),Open Source,44408357.29792001,4723434.367142401
P2SCSJ91BR52L8U,SR#010160,West,West-DW,MAHARASHTRA,AURANGABAD,BL#01010622,Central,Central-E,Telecom,Process,ID#65171585,ADANI GREEN ENERGY LIMITED,Power Generation & Distribution,Power Generation And Supply,OR# 7094432,27-02-2021,2021-06-22 00:00:00,07-07-2021,15-05-2022,P#0702,QET,Test Automation,T#0390,PhoneGap,PhoneGap (Cross-Platform Development Framework),Captive,AMC,Manage,FP,46453191,11.4487551249643,5318312.08532199,Connected Systems,Oracle Database,Oracle,26013786.96,6503446.74,Data Engineering,Scalr (Cloud Management),Scalr,28094889.9168,3652335.689184001,Apps Maintenance,Kaseya VSA (Virtual System Administrator),Kaseya,30904378.90848001,4748036.395939201,Connected Systems,Oracle Database,Oracle,26013786.96,6503446.74,Data Engineering,Scalr (Cloud Management),Scalr,28094889.9168,3652335.689184001,Apps Maintenance,Kaseya VSA (Virtual System Administrator),Kaseya,30904378.90848001,4748036.395939201
P2SCSJ91BR52L8U,SR#010103,Central,Central-W,MADHYA PRADESH,BHOPAL,BL#03060144,North,North-SS,Public Sector,Architect,ID#33178258,ADANI WILMAR LIMITED,Edible Oil,Solvent Extraction,OR# 7164308,08-03-2024,2024-06-15 00:00:00,30-07-2024,06-05-2025,P#0206,ERD,PLM Services,T#0252,Hexagon,Hexagon PPM (SmartPlant),Captive,New,Design,FP,21148317,12.0985866707348,2558647.46164675,Test Automation,Oracle Health Sciences Cloud,Oracle Health Sciences,11208608.01,2241721.602,Cy-Sec-Ops,SiteGround,SiteGround,12441554.8911,1866233.233665,Migrations,Diagnostic Imaging Solutions,Siemens Healthineers,13685710.38021,2426103.2037645,Test Automation,Oracle Health Sciences Cloud,Oracle Health Sciences,11208608.01,2241721.602,Cy-Sec-Ops,SiteGround,SiteGround,12441554.8911,1866233.233665,Migrations,Diagnostic Imaging Solutions,Siemens Healthineers,13685710.38021,2426103.2037645
P2SCSJ91BR52L8U,SR#010113,North,North-SS,HARYANA,FARIDABAD,BL#03040622,North,North-SC,Telecom,Process,ID#33178258,ADANI WILMAR LIMITED,Edible Oil,Solvent Extraction,OR# 7442520,20-10-2022,2022-12-14 00:00:00,20-01-2023,29-08-2023,P#0503,Cloud,Management,T#0424,SAP,SAP S/4HANA,Direct,New,Manage,FP,56485582,24.214272168411,13677572.5613909,Connectivity & Comms,Infrastructure Engineering,Parsons Corporation,31067070.1,13980181.545,Connected Systems,AppDynamics (Cloud APM),AppDynamics,31688411.502,4119493.49526,CySec-Architecture,Applitools Visual AI,Applitools,34857252.65220001,5355341.543838001,Connectivity & Comms,Infrastructure Engineering,Parsons Corporation,31067070.1,13980181.545,Connected Systems,AppDynamics (Cloud APM),AppDynamics,31688411.502,4119493.49526,CySec-Architecture,Applitools Visual AI,Applitools,34857252.65220001,5355341.543838001
P2SCSJ91BR52L8U,SR#010133,South,South-W,KARNATAKA,RAICHUR,BL#03060444,North,North-SS,Finance,Architect,ID#65171585,ADANI GREEN ENERGY LIMITED,Power Generation & Distribution,Power Generation And Supply,OR# 1326267,16-06-2022,2022-08-16 00:00:00,11-09-2022,23-03-2023,P#0307,Digital,Automation,T#0294,Lansweeper,Lansweeper IT Asset Management,Direct,AMC,Type,FP,82346336,19.1498508101634,15769200.4916359,CySec-Architecture,Falcon (Endpoint Protection),CrowdStrike,46937411.52,16428094.032,Engg OS Services,Squarespace,Squarespace,48345533.8656,6284919.402528,Migrations,AWS Management Console (Cloud Management),AWS Management Console,53180087.25216,8170395.223286401,CySec-Architecture,Falcon (Endpoint Protection),CrowdStrike,46937411.52,16428094.032,Engg OS Services,Squarespace,Squarespace,48345533.8656,6284919.402528,Migrations,AWS Management Console (Cloud Management),AWS Management Console,53180087.25216,8170395.223286401
P2SCSJ91BR52L8U,SR#010121,North,West-N,RAJASTHAN,UDAIPUR,BL#05020499,West,West-N,Finance,Management,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 3752736,20-09-2021,2021-12-04 00:00:00,16-01-2022,31-12-2022,P#0907,Consulting,Compliance,T#0358,Open Source,R,Direct,Renewal,Design,FP,73908115,8.07976971134029,5971605.48999255,Data Management,Toast POS (Restaurant Management),Toast,42127625.55,13480840.176,Smart Services,Splunk Enterprise Security,Splunk,46340388.105,5560846.572600001,Data Management,Clinical Trial Management,Medidata Solutions,50974426.91550001,7229100.544380001,Data Management,Toast POS (Restaurant Management),Toast,42127625.55,13480840.176,Smart Services,Splunk Enterprise Security,Splunk,46340388.105,5560846.572600001,Data Management,Clinical Trial Management,Medidata Solutions,50974426.91550001,7229100.544380001
P2SCSJ91BR52L8U,SR#010105,East,East-C4,ORISSA,BHUBANESHWAR,BL#01010199,Central,Central-E,Public Sector,Management,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 9057713,20-06-2022,2022-10-07 00:00:00,22-10-2022,24-05-2023,P#0303,Digital,Data Engineering,T#0131,Arcadis,Urban Planning,Direct,New,Build,T&M,76376608,24.3240724594022,18577901.4719535,Connectivity & Comms,Ranorex Studio,Ranorex,35133239.68,7729312.7296,Test Env & Data Serv,Xero (Online Accounting),Xero,38646563.648,5796984.5472,AI & Analytics,Adobe PhoneGap (Apache Cordova),Adobe,42511220.01280001,7536079.91136,Connectivity & Comms,Ranorex Studio,Ranorex,35133239.68,7729312.7296,Test Env & Data Serv,Xero (Online Accounting),Xero,38646563.648,5796984.5472,AI & Analytics,Adobe PhoneGap (Apache Cordova),Adobe,42511220.01280001,7536079.91136
P2SCSJ91BR52L8U,SR#010134,South,South-S,KERALA,ALUVA,BL#05010411,West,West-DW,Finance,Technical,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 1707164,18-06-2020,2020-08-01 00:00:00,15-09-2020,10-09-2021,P#0601,PBS,Integrations,T#0518,Zoho,Zoho CRM (Customer Relationship Management),Direct,New,Manage,FP,13497696,9.6698474934714,1305206.61833238,Apps Rationalization,OpenNMS (Network Management),OpenNMS,6478894.08,2461979.7504,Smart Services,Prometheus (Monitoring and Alerting),Prometheus,7256361.369600001,1015890.591744,Migration Services,PagerDuty (Incident Management),PagerDuty,7981997.506560002,1320657.7692672,Apps Rationalization,OpenNMS (Network Management),OpenNMS,6478894.08,2461979.7504,Smart Services,Prometheus (Monitoring and Alerting),Prometheus,7256361.369600001,1015890.591744,Migration Services,PagerDuty (Incident Management),PagerDuty,7981997.506560002,1320657.7692672
P2SCSJ91BR52L8U,SR#010169,West,West-DW,MAHARASHTRA,THANE,BL#03050422,North,North-SN,Finance,Process,ID#65171585,ADANI GREEN ENERGY LIMITED,Power Generation & Distribution,Power Generation And Supply,OR# 9038421,10-09-2020,2020-11-11 00:00:00,29-12-2020,13-11-2021,P#0306,Digital,Data Architecture,T#0267,Intel,Intel Xeon,Direct,New,Build,R&R,81171766,13.2560592639714,10760177.4065722,Cy-Sec-Ops,Project Management,Arcadis,46267906.62,18969841.7142,Automation,IBM Cloud Pak for Multicloud Management,IBM,46730585.6862,6542281.996068001,Apps Development,SEMrush,SEMrush,51403644.25482,8504966.594888402,Cy-Sec-Ops,Project Management,Arcadis,46267906.62,18969841.7142,Automation,IBM Cloud Pak for Multicloud Management,IBM,46730585.6862,6542281.996068001,Apps Development,SEMrush,SEMrush,51403644.25482,8504966.594888402
P2SCSJ91BR52L8U,SR#010155,West,West-S,GUJARAT,SURAT,BL#03050133,North,North-SN,Public Sector,Design,ID#33178258,ADANI WILMAR LIMITED,Edible Oil,Solvent Extraction,OR# 1452911,11-05-2021,2021-06-10 00:00:00,28-07-2021,26-12-2021,P#0904,Consulting,Supply Chain,T#0504,Wood Group,Project Management,Direct,Renewal,Design,T&M,60682660,11.4155463445134,6927257.17538349,Compliance,Construction Management,Bechtel,30341330.0,13653598.5,Connectivity & Comms,Propel PLM,Propel,30644743.3,4596711.495,Integrations,Scalr (Cloud Management),Scalr,33709217.63,5975724.9435,Compliance,Construction Management,Bechtel,30341330.0,13653598.5,Connectivity & Comms,Propel PLM,Propel,30644743.3,4596711.495,Integrations,Scalr (Cloud Management),Scalr,33709217.63,5975724.9435
P2SCSJ91BR52L8U,SR#010167,West,West-DW,MAHARASHTRA,PUNE,BL#03030311,North,North-NE,LifeSciences,Technical,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 3671672,02-04-2022,2022-06-30 00:00:00,15-07-2022,10-02-2023,P#0803,Infra,Estate & CMDB,T#0248,Hewlett Packard,HPE Aruba,Direct,New,Manage,T&M,43114482,32.2260244985777,13894083.5317548,Workplace Services,Dell EMC,Dell Technologies,20694951.36,4552889.2992,Data Engineering,Project Management,Arcadis,22143597.9552,3321539.69328,Apps Management,ManageEngine OpManager (Network Management),ManageEngine,24357957.75072001,4318001.601264001,Workplace Services,Dell EMC,Dell Technologies,20694951.36,4552889.2992,Data Engineering,Project Management,Arcadis,22143597.9552,3321539.69328,Apps Management,ManageEngine OpManager (Network Management),ManageEngine,24357957.75072001,4318001.601264001
P2SCSJ91BR52L8U,SR#010109,North,North-SC,DELHI,DELHI,BL#02020255,East,East-C4,Engineering,Operations,ID#65171585,ADANI GREEN ENERGY LIMITED,Power Generation & Distribution,Power Generation And Supply,OR# 9202021,20-10-2021,2022-02-12 00:00:00,04-03-2022,14-08-2022,P#0303,Digital,Data Engineering,T#0178,Cisco,Cisco Prime Infrastructure (Network Management),Direct,Renewal,Design,R&R,80846874,15.3682974388247,12424788.0663118,Apps Integration,OpsGenie (Incident Management),OpsGenie,42040374.48,8408074.896000002,Apps Rationalization,MuleSoft,Salesforce,45403604.43840001,5448432.532608001,Estate & CMDB,Pardot,Salesforce,49943964.88224001,7082962.292390401,Apps Integration,OpsGenie (Incident Management),OpsGenie,42040374.48,8408074.896000002,Apps Rationalization,MuleSoft,Salesforce,45403604.43840001,5448432.532608001,Estate & CMDB,Pardot,Salesforce,49943964.88224001,7082962.292390401
P2SCSJ91BR52L8U,SR#010119,North,West-N,RAJASTHAN,BIKANER,BL#04040255,South,South-W,Engineering,Operations,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 3703638,22-07-2021,2021-09-29 00:00:00,14-10-2021,22-05-2022,P#0205,ERD,Connected Systems,T#0370,Oracle,Oracle Database,Direct,AMC,Run,FP,42667336,11.7597958249026,5017591.59752517,Embedded Systems,BMC TrueSight (Infrastructure Management),BMC,23467034.8,6805440.092,Apps Maintenance,Sublime Text,Sublime Text,23701705.148,3555255.7722,Test Management,Zephyr Enterprise,Zephyr,26071875.6628,4621832.503860001,Embedded Systems,BMC TrueSight (Infrastructure Management),BMC,23467034.8,6805440.092,Apps Maintenance,Sublime Text,Sublime Text,23701705.148,3555255.7722,Test Management,Zephyr Enterprise,Zephyr,26071875.6628,4621832.503860001
P2SCSJ91BR52L8U,SR#010130,South,South-W,KARNATAKA,MANGALORE,BL#02020444,East,East-C4,Finance,Architect,ID#33178258,ADANI WILMAR LIMITED,Edible Oil,Solvent Extraction,OR# 6840286,21-09-2022,2022-11-21 00:00:00,31-12-2022,22-06-2023,P#0702,QET,Test Automation,T#0374,Oracle Health Sciences,Oracle Health Sciences Cloud,Direct,New,Type,PPU,25930553,22.5815580158607,5855522.8695285,Enterprise Planning,HPE SimpliVity,Hewlett Packard,12187359.91,4387449.5676,Maintenance,Flutter (UI Toolkit by Google),Flutter,12796727.9055,1663574.627715,Cy-Sec-Ops,System Center (Infrastructure Management),Microsoft,14076400.69605,2162647.0160295,Enterprise Planning,HPE SimpliVity,Hewlett Packard,12187359.91,4387449.5676,Maintenance,Flutter (UI Toolkit by Google),Flutter,12796727.9055,1663574.627715,Cy-Sec-Ops,System Center (Infrastructure Management),Microsoft,14076400.69605,2162647.0160295
P2SCSJ91BR52L8U,SR#010118,North,North-W,PUNJAB,LUDHIANA,BL#04040433,South,South-W,Finance,Design,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 1954909,21-01-2023,2023-03-26 00:00:00,20-04-2023,27-11-2023,P#0804,Infra,Connectivity & Comms,T#0383,Parsons Corporation,Infrastructure Engineering,Direct,Renewal,Type,T&M,53430490,32.1873003552529,17197832.2975834,AI Management,Bootstrap,Bootstrap,22975110.7,4824773.247,Enterprise Planning,Datadog (Cloud Monitoring),Datadog,24353617.342,3409506.42788,Apps Maintenance,Lua,Open Source,26788979.0762,4432358.356244001,AI Management,Bootstrap,Bootstrap,22975110.7,4824773.247,Enterprise Planning,Datadog (Cloud Monitoring),Datadog,24353617.342,3409506.42788,Apps Maintenance,Lua,Open Source,26788979.0762,4432358.356244001
P2SCSJ91BR52L8U,SR#010151,West,West-S,GUJARAT,GANDHINAGAR,BL#02020633,East,East-C4,Telecom,Design,ID#65171585,ADANI GREEN ENERGY LIMITED,Power Generation & Distribution,Power Generation And Supply,OR# 6187958,06-08-2023,2023-11-14 00:00:00,16-12-2023,22-06-2024,P#0101,CySec,CySec-Architecture,T#0191,CrowdStrike,Falcon (Endpoint Protection),Captive,New,Design,FP,81656856,29.926341229347,24436909.3637165,Enterprise Planning,Infrastructure Engineering,Parsons Corporation,36745585.2,15433145.784,Management,IBM Rational Functional Tester,IBM,38582864.46000001,3086629.156800001,Systems Engineering,Apache JMeter,Apache Software Foundation,42441150.90600001,4012617.903840001,Enterprise Planning,Infrastructure Engineering,Parsons Corporation,36745585.2,15433145.784,Management,IBM Rational Functional Tester,IBM,38582864.46000001,3086629.156800001,Systems Engineering,Apache JMeter,Apache Software Foundation,42441150.90600001,4012617.903840001
P2SCSJ91BR52L8U,SR#010162,West,West-DW,MAHARASHTRA,MUMBAI,BL#05030211,West,West-S,Engineering,Technical,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 1600158,18-12-2023,2024-02-18 00:00:00,15-03-2024,25-09-2024,P#0304,Digital,Data Management,T#0485,Toast,Toast POS (Restaurant Management),Captive,New,Build,R&R,78785574,21.7268625723869,17117633.3898462,Digital Experience,Joomla,Joomla,34665652.56,13519604.4984,Compliance,Mentor Graphics (now part of Siemens),Mentor Graphics,35012309.0856,4551600.181128001,CySec-Secure,Oracle Health Sciences Cloud,Oracle Health Sciences,38513539.99416,5917080.235466401,Digital Experience,Joomla,Joomla,34665652.56,13519604.4984,Compliance,Mentor Graphics (now part of Siemens),Mentor Graphics,35012309.0856,4551600.181128001,CySec-Secure,Oracle Health Sciences Cloud,Oracle Health Sciences,38513539.99416,5917080.235466401
P2SCSJ91BR52L8U,SR#010145,South,South-NE,TELANGANA,HYDERABAD,BL#03030322,North,North-NE,LifeSciences,Process,ID#33178258,ADANI WILMAR LIMITED,Edible Oil,Solvent Extraction,OR# 4207212,30-11-2019,2020-01-07 00:00:00,20-02-2020,05-09-2020,P#0804,Infra,Connectivity & Comms,T#0405,Ranorex,Ranorex Studio,Direct,New,Manage,R&R,12879683,11.5248224056528,1484360.59216106,Data Mining,Java (Programming Language for Android),Java,5409466.859999999,1406461.3836,Engg OS Services,HPE GreenLake,Hewlett Packard,5625845.534399999,787618.374816,PLM Services,Amazon Web Services,Amazon,6188430.08784,1023903.8872608,Data Mining,Java (Programming Language for Android),Java,5409466.859999999,1406461.3836,Engg OS Services,HPE GreenLake,Hewlett Packard,5625845.534399999,787618.374816,PLM Services,Amazon Web Services,Amazon,6188430.08784,1023903.8872608
P2SCSJ91BR52L8U,SR#010154,West,West-S,GUJARAT,RAJKOT,BL#03010599,North,North-C,Consumer,Management,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 7296174,25-04-2022,2022-08-09 00:00:00,28-08-2022,10-12-2022,P#0405,CSD,Apps Rationalization,T#0365,OpenNMS,OpenNMS (Network Management),Captive,Renewal,Run,R&R,61176257,11.794661931077,7215532.69523688,Management,BeyondTrust ITSM,BeyondTrust,30588128.5,9788201.120000001,Test AI Services,Lattice3D,Lattice Technology,32729297.495,2618343.7996,Enterprise Planning,Toast POS (Restaurant Management),Toast,36002227.2445,3403846.93948,Management,BeyondTrust ITSM,BeyondTrust,30588128.5,9788201.120000001,Test AI Services,Lattice3D,Lattice Technology,32729297.495,2618343.7996,Enterprise Planning,Toast POS (Restaurant Management),Toast,36002227.2445,3403846.93948
P2SCSJ91BR52L8U,SR#010112,North,North-SS,HARYANA,SONEPAT,BL#04010555,South,South-N,Consumer,Operations,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 6049122,04-02-2020,2020-05-18 00:00:00,22-06-2020,21-02-2021,P#0104,CySec,Cy-Sec-Ops,T#0504,Wood Group,Project Management,Direct,Renewal,Design,FP,29047681,39.9936718584529,11617234.2216301,Management,Rust,Open Source,12200026.02,3172006.7652,AI & Analytics,ManageEngine ServiceDesk Plus,ManageEngine,12566026.8006,1382262.948066,Enterprise Planning,Valve Index,Valve,13822629.48066,1796941.8324858,Management,Rust,Open Source,12200026.02,3172006.7652,AI & Analytics,ManageEngine ServiceDesk Plus,ManageEngine,12566026.8006,1382262.948066,Enterprise Planning,Valve Index,Valve,13822629.48066,1796941.8324858
P2SCSJ91BR52L8U,SR#010166,West,West-DW,MAHARASHTRA,PUNE,BL#02010344,East,East-C1,LifeSciences,Architect,ID#33178258,ADANI WILMAR LIMITED,Edible Oil,Solvent Extraction,OR# 4992285,05-01-2023,2023-02-23 00:00:00,20-03-2023,05-01-2024,P#0907,Consulting,Compliance,T#0143,Bechtel,Construction Management,Captive,New,Manage,T&M,37608243,15.8234493134309,5950921.26877694,Compliance,Geotechnical Engineering,Golder Associates-WSP,19556286.36,7822514.544,Digital Experience,Autodesk Fusion 360,Autodesk,20338537.8144,2237239.159584,AI & Analytics,Java (Programming Language for Android),Java,22372391.59584,2908410.9074592,Compliance,Geotechnical Engineering,Golder Associates-WSP,19556286.36,7822514.544,Digital Experience,Autodesk Fusion 360,Autodesk,20338537.8144,2237239.159584,AI & Analytics,Java (Programming Language for Android),Java,22372391.59584,2908410.9074592
P2SCSJ91BR52L8U,SR#010110,North,North-SC,DELHI,NEW DELHI,BL#01020422,Central,Central-W,Finance,Process,ID#33178258,ADANI WILMAR LIMITED,Edible Oil,Solvent Extraction,OR# 6728441,17-12-2021,2022-01-30 00:00:00,03-03-2022,18-11-2022,P#0802,Infra,Workplace Services,T#0205,Dell Technologies,Dell EMC,Direct,AMC,Manage,R&R,89537383,11.332619527371,10146930.9501549,Estate & CMDB,HPE OneView,Hewlett Packard,48350186.82,16922565.387,Apps Management,Aras Innovator,Aras,54152209.2384,6498265.108608,Apps Rationalization,Lattice3D,Lattice Technology,59567430.16224001,8447744.6411904,Estate & CMDB,HPE OneView,Hewlett Packard,48350186.82,16922565.387,Apps Management,Aras Innovator,Aras,54152209.2384,6498265.108608,Apps Rationalization,Lattice3D,Lattice Technology,59567430.16224001,8447744.6411904
